,Score,user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
2748,0.0,ihZulJIQ88ebAZXlpO0P1Q,efIOYtIL4p1eS97cih-41Q,"They have inaccurate hours posted. I tried to order at 11:30 pm when yelp says they close at 2am and they were already closed. When I told them they have inaccurate hours posted the guy on the phone said ""oh that's ok...."" And hung up on me. I will never be ordering from them again, which is a shame since they are so close to me. I immediately called Pizza Parma which gladly delivered to me. I recommend ordering from Pizza Parma since they have similar menu items, they post accurate hours, and they don't hang up on you! Seriously? Why answer the phone?",0,lHP5STO7aomlEQixH8m1aA,1,1,2014-10-09,review,1
2749,0.0,FvD0O2h9rf2O9HtpIu2cCA,kE8dT2Gm-Yzb-ExNyX2v8Q,"I was a bit disappointed with the pizza I got. I ordered the Milano special pizza, which had pepperoni, bacon, sausage, bell peppers, mushrooms, olives, tomatoes, etc, and the popcorn chicken. The order itself arrived within thirty minutes which was great. Although the pizza tasted decent, the crust was not crispy at all, the slices were pretty floppy. They also skimped on the toppings a bit. I was hoping for a more loaded pizza. I'm not watching my weight--I can handle it. As far as the popcorn chicken goes, it was too salty, even with the honey Dijon dipping sauce. Probably not ordering from here again.",1,lHP5STO7aomlEQixH8m1aA,1,2,2014-10-19,review,0
2764,0.0,tWIGIboi8HfyOvcDzd04Xg,tNkUQ8kQc8Sidpfwp_rNPA,I've been to about ~50 pizza places in Pittsburgh and this is one I would not go back to. Pizza is pretty bland and there is nothing remarkable about it.,1,lHP5STO7aomlEQixH8m1aA,1,2,2015-10-12,review,0
2765,0.0,NH8aEIKCSO_xtp54zrMoTg,bDognmgxRLb-GmsWKNa9jQ,"On the positive side, the delivery was pretty quick, given I ordered during the dinner rush, where I would consider under an hour to be pretty exceptional. After that, the food was pretty meh. The pizza wasn't bad, but it wasn't great either. Given the relative quick delivery, it was on the cold side upon arrival. Also, I had ordered a fried pickle appetizer. It was clearly a frozen appetizer, so I knew what to expect, but this also arrived cold and soggy. All and all not a terribly positive experience given the vast wealth of take-out options in the area.",2,lHP5STO7aomlEQixH8m1aA,1,2,2015-11-12,review,0
2767,0.0,hkbwjnY42LDloMV84Yoy5g,SlNkWac8ICJasg8Xn-byDQ,"They claimed on their website that they have ""the best wings in town"". As a seeker of good wings, let me tell you about my adventure with this place. 

Everything started fine with our order of 24 wings with three separate sauces for 3 eaters. The wings arrived exactly an hour later with the exact number of wings promised and a side of celery. Here's the catch...THERE WAS NO SAUCE! My party of three decided to just tough it out and eat the wings plain. They were, I kid you not, so bland that I wasn't sure what I was eating. They literally just threw the wings in the fryer and delivered it to us. So once we realized how unbearable the plain wings were, we called and complained about the sauce. About 40 minutes later, the sauce arrived. At this point, the wings got cold and our hunger turned into an unbearable rage. We tried BBQ, Garlic Parmesan and Spicy. The sauces were just average. The spicy sauce was so weak that I should've just settled with a bottle of sirracha. 

The deliver guy gave us a cannoli as an apology....ONE CANNOLI....3 eaters! You get the point. But this gives me the chance to tell you how terrible the cannoli was. The outer shell was soggy and the filling made me gag a little. It looked nice, but didn't taste that great. 

So after 1 hour and 40 minutes, 24 wings, 3 sauces and a cannoli... we have 3 very unhappy customers. The wings were the most mediocre wings I have ever tasted. I will NOT order here again for the wings NOR will I recommend it to the fellow wings connoisseurs out there. Final verdict: MOST MEDIOCRE wings in town!",2,lHP5STO7aomlEQixH8m1aA,2,2,2015-11-22,review,1
2773,0.0,T9wwo_NOaF_3tXFqHznKcg,VgOZcT5rO6JR6BGkxv1I-w,"It seems like every other time I take my pets to Point Breeze there is an unnecessary frustration.   From being berating for using their online prescription program to being misquoted prices substantially to poor customer service I just keep hoping each time will be better.  Although I know they love animals I suspect they love money more.  Dr. Caroline. Simard is an excellent vet, but my last two visits have been pushed to other vets whose bedside manner is atrocious.   I'm a 40 year-old  who has been taking my pets to vets since childhood and I don't understand why each visit leaves a sour taste in my mouth.",0,0TvxDhCKPQ-_dDyffEnJQQ,0,1,2013-06-18,review,1
2774,0.0,D_d0o-aW6APyjSj4hTjjhA,p-8ch03hAWwJlitdHWaHNQ,"Refused to take my cat, which had passed away, for cremation cause I had not been to the clinic previously. IMHO that's ridiculous. I will not recommended anyone to ever come here.",0,0TvxDhCKPQ-_dDyffEnJQQ,0,1,2014-05-08,review,0
2810,0.0,p1dOksOeJa2PgZ5RSPNdcw,7rmt7zCaq-wYZ9LrJW2pVQ,"Ooooppss...update time.   Got the regular (steamed spinach and lasagna) from the hot bar on my way to work.   So, I'm on my dinner break sitting, chatting it up with a co worker while eating.  I see something white in the spinach just before putting it in my mouth.  WTF is that!  OMG, it looks like one of those fat ass worms we'd  pluck from the greens in my grandma's garden.  I threw the fork down and my co worker says..."" you're seeing stuff.""  Um NOT!  I sat there digging through the spinach determined to find that damn worm.  Thirty minutes later  SHAZAM...found it. Ugh, my coworker spread open the spinach leaf.  EEEkkkk, it was bigger and fatter with black spikes poking out.  FUCK!  Call the manager at Co-op and he says...""Bring it in for a refund, thanks for being so nice about it...We usually just see worms in the fruits.""  Geez, thanks for that lil tidbit.    This happened last week around the Sept 14, 2010.  Guess that means it's really organic, huh?",0,-iVcmhjfq79QoTWzrb6pKg,0,2,2010-09-21,review,2
2847,0.0,rUuqrgvspYkIXrqhYvDI-A,habm_M2N7EYJkIFx8srqfg,"Used to love the Co-op despite its flaws.  Continuous turnover, especially at higher levels, poor communication to customers, blatantly hostile/condescending attitude from some staff.   All been going on for years. There was some improvement for awhile, but it has gotten worse.  A few individual employees are pleasant and competent, but the organization overall has some serious issues with ethics/transparency.   They're actually worse than some large corporate stores in these areas.  Pittsburgh has many choices for healthy food - farmers markets and CSAs - and that's where we purchase much of our food now.  Suggest you do the same.",0,-iVcmhjfq79QoTWzrb6pKg,0,1,2015-02-23,review,0
2854,0.0,FKxc9BUDj8pSohAkpttrxA,y88uY9JD9MPioa9ZANefVg,"Really wide selection of products to choose from.

I understand that organic, local stuff is a premium purchase over conventional foods, and there is a huge community for these types of things to support the local food scene...But damned if I'm going to pay $8 for a pound of strawberries when I can get them for sale at Kroger for $1. Everything is 2-4x more expensive than conventional groceries. I can understand paying a little more, but I can't do that kind of mark-up.",0,-iVcmhjfq79QoTWzrb6pKg,0,2,2015-12-09,review,1
2861,0.0,seo9zx-tHrYKacduB-MglQ,y-7TqeN37h4pDcZV9HRL9w,"just got off the phone with a lady from construction junction.  normally, i have had the best experiences there. . . all have been very cooperative and helpful.  but, i guess they are so successful that they are becoming arrogant.  here's the rub:  my hubby sent me a picture of a chandelier they had; i did not see the picture until 30 minutes later; by then he had left the store.  i called to BUY the chandelier over the phone.  this has been done before (we WERE construction junction junkies).  the lady adamantly refused to help me. she adamantly refuesed to even listen to a description of the fixture!  she gave the following excuses:"" well, if you have been here in the last 12 years, you know how this place works"";  ""I can't go back there and try to find out what you want""; ""i am the only one on the floor""; ""this is first come, first serve""; ""if your husband comes in and it is still here, then we'll sell it to him""  ""how will i know which one it is - we have so many back there..."" .... i could hear the smirk in her voice as she enjoyed blowing me off. . .  i even offered to send her the picture my husband sent me via email - she refused.  keep in mind, i wanted to pay for the item.  my husband cannot go back to construction junction today. . . most likely the item will be gone. . . it would have been nice had this  sales agent been more helpful - especially when it was clear how badly i wanted to buy the fixture.  she did not express any concern whatsoever for my requests:  (like, so sorry, i can't help you at the moment, please call back and i'll try to accomodate; give me a brief description and i'll try to find it... etc.).  sometimes, even if you can't accomodate someone, it's how you say it that makes all the difference.  construction junction will implode if it begins to treat its customers indifferently.",0,PavTvJ4JSe9rAwjlr-wrsg,0,2,2012-07-02,review,1
2883,0.0,dlLMQnJF2GpyLRT8ObNrzQ,-5utP0zyz7NM-M8dVy8tNw,"I bought a 3 piece dorm set last week (bed,chest,desk and I was supposed to get a chair for the desk  ) I didn't have a truck when I bought it ,so they would store it for a week for $5. Not bad. When I paid the guy behind the counter said they were bundling sets in the back ,that they were all pretty much the same and decent quality,like the ones on the floor. Great ,thanks ,fine with me. 
Yesterday I rented a van to pick up my stuff. I had a  surly,rude guy take my receipt ,disappear for a while ,then come back and was really irritated that I hadn't moved my van. Well you didn't tell me to,and not sure how this process works. Then what really set him off is that I was there alone and he had to move my stuff. I am able to help move ,I just couldn't do it alone. But he grabbed piece by piece and got it on the truck. At the end I said thank you and I got a final glare. 
Getting the stuff home ,it looked like they took the 3 most banged up pieces and bundled them for me. Not anything like the pieces on the floor. I get it it's used,it's as-is ,but did I have to get all 3 pieces in that condition and also be made to feel like a piece of crap because I need help ? 
I try never to be that person who finds issues with everything,but I left there feeling embarrassed and upset. I didn't need to be treated that way ,
Just thought you should know.",0,PavTvJ4JSe9rAwjlr-wrsg,0,2,2015-07-21,review,1
